ToolingStock,ToolingType,ToolingSize,Description,ControlLimit,SpecLimit,StoreID,ToolingQty,UTLSite,ActiveFlag,UpdateBy,CreateBy,UpdateTime,CreateTime,Remark,EquipModel,PartNo
AB000215,ANVILBLOCK,6x6 48L,CB_Dsp,4999000,5000000,FR1752,1,UTL1,TRUE,PE UTL1,PE UTL1,42:53.6,06:41.9,,,
AB000216,ANVILBLOCK,6x5,AD838 Bond,4999000,5000000,FR5214,0,UTL1,TRUE,,PE UTL1,08:37.3,08:37.3,,,
AB000217,ANVILBLOCK,6x5,CB830 Bond,4999000,5000000,FR5214,0,UTL1,TRUE,,PE UTL1,13:20.9,13:20.9,,,
AB000218,ANVILBLOCK,6X5,AD832i Disp,4999000,5000000,FR5214,1,UTL1,TRUE,,PE UTL1,14:57.6,14:57.6,,,
AB000219,ANVILBLOCK,6X5,AD832i Bond,4999000,5000000,FR5214,0,UTL1,TRUE,,PE UTL1,16:02.2,16:02.2,,,
AB000220,ANVILBLOCK,4x5,AD832i_Bond,4999000,5000000,FR5230,5,UTL1,TRUE,PE UTL1,PE UTL1,08:51.5,22:39.5,,,
AB000221,ANVILBLOCK,4x5,AD838_Dsp,4999000,5000000,FR5230,2,UTL1,TRUE,PE UTL1,PE UTL1,09:04.6,24:44.2,,,
AB000222,ANVILBLOCK,4x5,AD838_Bond,4999000,5000000,FR5230,1,UTL1,TRUE,PE UTL1,PE UTL1,15:48.1,52:19.4,,,
AB000223,ANVILBLOCK,4x5,CB_Bond,4999000,5000000,FR5230,2,UTL1,TRUE,,PE UTL1,17:33.8,17:33.8,,,
AB000224,ANVILBLOCK,4x5 25L,AD832i_Bond,4999000,5000000,FR1645,0,UTL1,TRUE,PE UTL1,PE UTL1,06:30.2,50:08.7,,,
AB000225,ANVILBLOCK,4x5 25L,AD838_Dsp,4999000,5000000,FR1645,0,UTL1,TRUE,PE UTL1,PE UTL1,26:25.1,58:05.0,,,
AB000226,ANVILBLOCK,4x5 25L,AD838_Bond,4999000,5000000,FR1645,0,UTL1,TRUE,PE UTL1,PE UTL1,06:59.9,59:10.6,,,
AB000227,ANVILBLOCK,4x5 25L,CB_Bond,4999000,5000000,FR1645,0,UTL1,TRUE,PE UTL1,PE UTL1,07:10.3,01:22.8,,,
AB000228,ANVILBLOCK,4x5,AD832i_Bond,4999000,5000000,FR1760,0,UTL1,TRUE,,PE UTL1,03:17.4,03:17.4,,,
AB000229,ANVILBLOCK,4x5,AD838_Dsp,4999000,5000000,FR1760,0,UTL1,TRUE,,PE UTL1,04:41.3,04:41.3,,,
AB000230,ANVILBLOCK,4x5,AD838_Bond,4999000,5000000,FR1760,0,UTL1,TRUE,,PE UTL1,05:57.3,05:57.3,,,
AB000231,ANVILBLOCK,4x5,CB_Bond,4999000,5000000,FR1760,0,UTL1,TRUE,,PE UTL1,07:02.4,07:02.4,,,
AB000232,ANVILBLOCK,4x5,AD832i_Bond,4999000,5000000,FR1805,0,UTL1,TRUE,,PE UTL1,09:22.3,09:22.3,,,
AB000233,ANVILBLOCK,4x5,AD832i_Bond,4999000,5000000,FR1805,0,UTL1,FALSE,,PE UTL1,11:24.7,11:24.7,,,
AB000234,ANVILBLOCK,4x5,AD838_Dsp,4999000,5000000,FR1805,0,UTL1,TRUE,,PE UTL1,12:28.6,12:28.6,,,
AB000235,ANVILBLOCK,4x5,AD838_Bond,4999000,5000000,FR1805,0,UTL1,TRUE,,PE UTL1,13:25.6,13:25.6,,,
AB000236,ANVILBLOCK,4x5,CB_Bond,4999000,5000000,FR1805,1,UTL1,TRUE,,PE UTL1,14:27.6,14:27.6,,,
AB000237,ANVILBLOCK,6x6 48L,AD832i_Bond,4999000,5000000,FR1752,0,UTL1,TRUE,,PE UTL1,44:25.3,44:25.3,,,
AB000238,ANVILBLOCK,6x6 48L,CB_Bond,4999000,5000000,FR1752,1,UTL1,TRUE,,PE UTL1,26:06.5,26:06.5,,,
AB000239,ANVILBLOCK,6x6 48L,AD838_Dsp,4999000,500000,FR1752,1,UTL1,TRUE,,PE UTL1,27:52.7,27:52.7,,,
AB000240,ANVILBLOCK,6x6 48L,AD838_Bond,4999000,5000000,FR1752,1,UTL1,TRUE,,PE UTL1,28:42.9,28:42.9,,,
AB000241,ANVILBLOCK,4x5 24L,AD8312FC,4999000,5000000,FR1812,1,UTL1,TRUE,,PE UTL1,37:51.5,37:51.5,,,
AB000242,ANVILBLOCK,4x5 24L,AD832i_Disp,4999000,5000000,FR1812,1,UTL1,TRUE,,PE UTL1,46:19.6,46:19.6,,,
AB000243,ANVILBLOCK,4x5 24L,AD832i_Bond,4999000,5000000,FR1812,1,UTL1,TRUE,,PE UTL1,50:37.6,50:37.6,,,
AB000244,ANVILBLOCK,4x5 24L,AD838_Disp,4999000,5000000,FR1812,1,UTL1,TRUE,,PE UTL1,52:38.8,52:38.8,,,
AB000245,ANVILBLOCK,4x5 24L,AD838_Bond,4999000,5000000,FR1812,1,UTL1,TRUE,,PE UTL1,54:16.8,54:16.8,,,
AB000246,ANVILBLOCK,4x5 24L,CB830_Disp,4999000,5000000,FR1812,2,UTL1,TRUE,,PE UTL1,05:15.1,05:15.1,,,
AB000247,ANVILBLOCK,4x5 24L,CB830_Bond,4999000,5000000,FR1812,1,UTL1,TRUE,,PE UTL1,07:02.4,07:02.4,,,
AB000248,ANVILBLOCK,5x6 39L,AD8312FC,4999000,5000000,FR1814,1,UTL1,TRUE,,PE UTL1,50:10.1,50:10.1,,,
AB000249,ANVILBLOCK,5x6 39L,AD832i_Dis,4999000,5000000,FR1814,2,UTL1,TRUE,,PE UTL1,02:09.8,02:09.8,,,
AB000250,ANVILBLOCK,5x6 39L,AD832i_Bond,4999000,5000000,FR1814,1,UTL1,TRUE,,PE UTL1,03:36.7,03:36.7,,,
AB000251,ANVILBLOCK,5x6 39L,AD838_Disp,4999000,5000000,FR1814,3,UTL1,TRUE,,PE UTL1,06:30.0,06:30.0,,,
AB000252,ANVILBLOCK,5x6 39L,AD838_Bond,4999000,5000000,FR1814,2,UTL1,TRUE,,PE UTL1,07:17.9,07:17.9,,,
AB000253,ANVILBLOCK,5x6 39L,CB830_Disp,4999000,5000000,FR1814,1,UTL1,TRUE,,PE UTL1,12:00.5,12:00.5,,,
AB000254,ANVILBLOCK,5x6 39L,CB830_Bond,4999000,5000000,FR1814,1,UTL1,TRUE,,PE UTL1,12:51.3,12:51.3,,,
AB000255,ANVILBLOCK,6x9 39L,AD838_Disp,4999000,5000000,FR1735,0,UTL1,TRUE,,PE UTL1,46:24.5,46:24.5,,,
AB000256,ANVILBLOCK,6x9 39L,AD838_Bond,4999000,5000000,FR1735,0,UTL1,TRUE,,PE UTL1,47:56.3,47:56.3,,,
AB000257,ANVILBLOCK,6x9 39L,CB830_Disp,4999000,5000000,FR1735,0,UTL1,TRUE,,PE UTL1,50:29.4,50:29.4,,,
AB000258,ANVILBLOCK,6x9 39L,CB830_Bond,4999000,5000000,FR1735,2,UTL1,TRUE,,PE UTL1,52:07.1,52:07.1,,,
AB000259,ANVILBLOCK,4x5 30L,AD8312FC,4999000,5000000,FRA124/FR1832,0,UTL1,TRUE,,PE UTL1,40:02.4,40:02.4,,,
AB000260,ANVILBLOCK,4x5 30L,AD838_Disp,4999000,5000000,FRA124/FR1832,0,UTL1,TRUE,,PE UTL1,41:22.9,41:22.9,,,
AB000261,ANVILBLOCK,4X5 30L,AD838_Bond,4999000,5000000,FRA124/FR1832,0,UTL1,TRUE,,PE UTL1,42:34.3,42:34.3,,,
AB000262,ANVILBLOCK,4x5 30L,AD832i_Disp,4999000,5000000,FRA124/FR1832,0,UTL1,TRUE,,PE UTL1,43:58.3,43:58.3,,,
AB000263,ANVILBLOCK,4x5 30L,AD8312i_Bond,4999000,5000000,FRA124/FR1832,0,UTL1,TRUE,,PE UTL1,45:15.1,45:15.1,,,
AB000264,ANVILBLOCK,4x5 30L,CB_Disp,4999000,5000000,FRA124/FR1832,0,UTL1,TRUE,,PE UTL1,47:27.7,47:27.7,,,
AB000265,ANVILBLOCK,4x5 30L,CB_Bond,4999000,5000000,FRA124/FR1832,0,UTL1,TRUE,,PE UTL1,48:13.1,48:13.1,,,
AB000266,ANVILBLOCK,4X4,AD838_Bond,4999000,5000000,FR1780,0,UTL1,TRUE,,PE UTL1,14:38.5,14:38.5,,,
AB000267,ANVILBLOCK,4X4,CB830_Dispense,4999000,5000000,FR1780,0,UTL1,TRUE,PE UTL1,PE UTL1,18:56.9,17:24.4,,,
AB000268,ANVILBLOCK,4X4,CB830_BOND,4999000,5000000,FR1780,0,UTL1,TRUE,,PE UTL1,18:32.0,18:32.0,,,
AB000269,ANVILBLOCK,8.5x7.5,INFINITE,4995000,5000000,FR4002,0,UTL1,TRUE,,PE UTL1,31:48.3,31:48.3,,,
AB000270,ANVILBLOCK,8.5x7.5,AD838,4995000,5000000,FR4002,0,UTL1,TRUE,,PE UTL1,35:07.3,35:07.3,,,
AB000271,ANVILBLOCK,8.5x7.5,CB830,4995000,5000000,FR4002,0,UTL1,TRUE,,PE UTL1,06:28.5,06:28.5,,,
AB000272,ANVILBLOCK,4x6 34L,AD8312FC,4999000,5000000,FR1853,0,UTL1,TRUE,,PE UTL1,37:50.7,37:50.7,,,
AB000273,ANVILBLOCK,4x6 34L,AD832i_Disp,4999000,5000000,FR1853,0,UTL1,TRUE,,PE UTL1,42:07.2,42:07.2,,,
AB000274,ANVILBLOCK,4x6 34L,AD832i_Bond,4999000,5000000,FR1853,0,UTL1,TRUE,,PE UTL1,45:16.7,45:16.7,,,
AB000275,ANVILBLOCK,4x6 34L,AD838_Disp,4999000,5000000,FR1853,0,UTL1,TRUE,,PE UTL1,47:33.8,47:33.8,,,
AB000276,ANVILBLOCK,4x6 34L,AD838_Bond,4999000,5000000,FR1853,0,UTL1,TRUE,,PE UTL1,48:34.3,48:34.3,,,
AB000277,ANVILBLOCK,4x6 34L,CB_Disp,4999000,5000000,FR1853,0,UTL1,TRUE,,PE UTL1,49:56.8,49:56.8,,,
AB000278,ANVILBLOCK,4x6 34L,CB_Bond,4999000,5000000,FR1853,0,UTL1,TRUE,,PE UTL1,51:26.8,51:26.8,,,
AB000279,ANVILBLOCK,5X6 39L,AD8312FC,4999000,5000000,FR1847,0,UTL1,TRUE,,PE UTL1,13:48.4,13:48.4,,,
AB000280,ANVILBLOCK,5x6 39L,AD838_Disp,4999000,5000000,FR1847,0,UTL1,TRUE,,PE UTL1,17:33.3,17:33.3,,,
AB000281,ANVILBLOCK,5x6 39L,AD838_Bond,4999000,5000000,FR1847,0,UTL1,TRUE,,PE UTL1,22:58.6,22:58.6,,,
AB000282,ANVILBLOCK,5x6 39L,CB830_Disp,4999000,5000000,FR1847,0,UTL1,TRUE,,PE UTL1,26:18.1,26:18.1,,,
AB000283,ANVILBLOCK,5x6 39L,CB830_Bond,4999000,5000000,FR1847,0,UTL1,TRUE,,PE UTL1,27:16.0,27:16.0,,,
AB000284,ANVILBLOCK,6x6 28L,AD832i_Disp,4999000,5000000,FR4009,0,UTL1,FALSE,,PE UTL1,40:14.8,40:14.8,,,
AB000285,ANVILBLOCK,6x6 28L,AD832i_Bond,4999000,5000000,FR4009,0,UTL1,TRUE,,PE UTL1,41:34.3,41:34.3,,,
AB000286,ANVILBLOCK,6x6 28L,AD838_Disp,4999000,5000000,FR4009,0,UTL1,TRUE,,PE UTL1,42:59.5,42:59.5,,,
AB000287,ANVILBLOCK,6X6 28L,AD838_Bond,4999000,5000000,FR4009,0,UTL1,TRUE,,PE UTL1,43:50.5,43:50.5,,,
AB000288,ANVILBLOCK,6x6 28L,CB830_Disp,4999000,5000000,FR4009,0,UTL1,TRUE,,PE UTL1,46:42.2,46:42.2,,,
AB000289,ANVILBLOCK,6x6 28L,CB830_Bond,4999000,5000000,FR4009,0,UTL1,TRUE,,PE UTL1,47:24.8,47:24.8,,,
AB000290,ANVILBLOCK,3.3X3.312L,AD8312FC,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,11:48.0,11:48.0,,,
AB000291,ANVILBLOCK,3.3X3.312L,AD838_Disp,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,14:53.4,14:53.4,,,
AB000292,ANVILBLOCK,3.3X3.312L,AD838_Bond,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,15:55.8,15:55.8,,,
AB000293,ANVILBLOCK,3.3X3.312L,CB830_Disp,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,17:06.9,17:06.9,,,
AB000294,ANVILBLOCK,3.3X3.312L,CB830_Bond,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,18:12.2,18:12.2,,,
CF000003,CLIPFEEDER,6.30 MM,5X6&6X5 PACKAGE,1,1,47085168,13,UTL1,FALSE,,,23:51.9,23:51.9,,,
CF000004,CLIPFEEDER,4.30 MM,6X4&5X4 PACKAGE,1,1,47085166,3,UTL1,FALSE,,,31:27.4,31:27.4,,,
CF000005,CLIPFEEDER,NA0005,480 LS clip,4999000,5000000,47085168,37,UTL1,TRUE,,PE ULT1,28:02.7,28:02.7,,,
CF000006,CLIPFEEDER,NA0006,480/481 HS Clip,4999000,5000000,47085169,32,UTL1,TRUE,,PE ULT1,50:37.9,50:37.9,,,
CF000007,CLIPFEEDER,NA0007,481 LS Clip,4999000,5000000,47085170,9,UTL1,TRUE,,PE ULT1,10:34.7,10:34.7,,,
CF000008,CLIPFEEDER,NA0036,482 HS Clip,4999000,5000000,1,3,UTL1,TRUE,PE ULT1,PE ULT1,51:41.7,29:11.0,,,
CF000009,CLIPFEEDER,NA0037,482 LS Clip,4999000,5000000,1,3,UTL1,TRUE,PE ULT1,PE ULT1,52:18.1,36:37.6,,,
CF000010,CLIPFEEDER,NA0008,490 LS Clip,4999000,5000000,47085171,20,UTL1,TRUE,,PE ULT1,51:02.1,51:02.1,,,
CF000011,CLIPFEEDER,NA0009,490 HS Clip,4999000,5000000,47085172,25,UTL1,TRUE,,PE ULT1,06:45.1,06:45.1,,,
CF000012,CLIPFEEDER,NA0010,491 LS Clip,4999000,5000000,47085173,7,UTL1,TRUE,,PE ULT1,17:16.5,17:16.5,,,
CF000013,CLIPFEEDER,NA0011,491 HS Clip,4999000,5000000,47085174,5,UTL1,TRUE,,PE ULT1,29:34.1,29:34.1,,,
CF000014,CLIPFEEDER,NA0012,495 LS Clip,4999000,5000000,47085175,5,UTL1,TRUE,,PE ULT1,13:19.4,13:19.4,,,
CF000015,CLIPFEEDER,NA0013,495 HS Clip,4999000,5000000,47085176,5,UTL1,TRUE,,PE ULT1,20:31.3,20:31.3,,,
CF000016,CLIPFEEDER,NA0014,492 LS Clip,4999000,5000000,47085177,15,UTL1,TRUE,,PE ULT1,27:31.0,27:31.0,,,
CF000017,CLIPFEEDER,NA0015,492 HS Clip,4999000,5000000,47085178,20,UTL1,TRUE,,PE ULT1,34:16.8,34:16.8,,,
CF000018,CLIPFEEDER,NA0001,6x4 ONS,4999000,5000000,47085166,10,UTL1,TRUE,,PE ULT1,49:06.2,49:06.2,,,
CF000019,CLIPFEEDER,NA0002,6x4 HS Clip,4999000,5000000,47085167,9,UTL1,TRUE,,PE ULT1,54:08.5,54:08.5,,,
CF000020,CLIPFEEDER,NA0046,6x4 NC81381,4999000,5000000,1,1,UTL1,TRUE,,PE ULT1,03:38.1,03:38.1,,,
CF000021,CLIPFEEDER,NA0033,5x5 Starlight,4999000,5000000,47085287,74,UTL1,TRUE,,PE ULT1,21:14.5,21:14.5,,,
CF000022,CLIPFEEDER,NA0052,JMJ,4999000,5000000,47085168,6,UTL1,TRUE,PE UTL1,PE ULT1,23:59.9,29:41.4,,,
CF000023,CLIPFEEDER,NA0026,CSD97374Q4M,4999000,5000000,1,6,UTL1,TRUE,,PE ULT1,39:44.7,39:44.7,,,
CF000024,CLIPFEEDER,NA0025,CSD97374Q4M,4999000,5000000,1,5,UTL1,TRUE,,PE ULT1,44:11.0,44:11.0,,,
CF000025,CLIPFEEDER,NA0028,SN1401043RVER,4999000,5000000,1,25,UTL1,TRUE,,PE ULT1,53:58.1,53:58.1,,,
CF000026,CLIPFEEDER,NA0027,SN1401043RVER,4999000,5000000,1,27,UTL1,TRUE,,PE ULT1,57:47.9,57:47.9,,,
CF000027,CLIPFEEDER,NA0032,CSD97396Q4M,4999000,5000000,1,10,UTL1,TRUE,,PE ULT1,08:45.1,08:45.1,,,
CF000028,CLIPFEEDER,NA0031,CSD97396Q4M,4999000,5000000,1,9,UTL1,TRUE,,PE ULT1,12:07.0,12:07.0,,,
CF000029,CLIPFEEDER,NA0038,ASM,4999000,5000000,NA0038,8,UTL1,TRUE,,PE ULT1,45:52.8,45:52.8,,,
CF000030,CLIPFEEDER,NA0039,ASM,4999000,5000000,NA0039,9,UTL1,TRUE,,PE ULT1,56:48.7,56:48.7,,,
CF000031,CLIPFEEDER,NA0040,ASM,4999000,5000000,NA0040,4,UTL1,TRUE,,PE ULT1,12:59.3,12:59.3,,,
CF000032,CLIPFEEDER,NA0041,ASM,4999000,5000000,NA0041,4,UTL1,TRUE,,PE ULT1,14:19.3,14:19.3,,,
CF000033,CLIPFEEDER,NA0076,"ISL99380,90",4999000,5000000,NA0076,32,UTL1,TRUE,PE ULT1,PE ULT1,19:16.1,18:14.4,,,
CF000034,CLIPFEEDER,NA0075,ISL99360,4999000,5000000,47050081,16,UTL1,TRUE,PE UTL1,PE ULT1,01:02.0,20:20.8,,,
CF000035,CLIPFEEDER,NA0063,484,4999000,5000000,n/a,2,UTL1,TRUE,,PE ULT1,04:13.1,04:13.1,,,
CF000036,CLIPFEEDER,NA0064,484,4999000,5000000,n/a,1,UTL1,TRUE,,PE ULT1,04:42.2,04:42.2,,,
CF000037,CLIPFEEDER,NA0047,410,4999000,5000000,47085168,14,UTL1,TRUE,PE UTL1,PE ULT1,52:24.9,00:21.4,,,
CF000038,CLIPFEEDER,NA0048,410,4999000,5000000,47085168,10,UTL1,TRUE,PE UTL1,PE ULT1,58:28.1,01:29.1,,,
CF000039,CLIPFEEDER,NA0023,*UBG6,4999000,5000000,n/a,7,UTL1,TRUE,,PE ULT1,40:29.1,40:29.1,,,
CF000040,CLIPFEEDER,NA0077,ONS 5X5,4999000,5000000,N/A,25,UTL1,TRUE,PE UTL1,PE ULT1,16:02.6,49:03.1,,,
CF000041,CLIPFEEDER,NA0089,Dark fish,4999000,5000000,n/a,1,UTL1,TRUE,,PE ULT1,14:14.4,14:14.4,,,
CF000042,CLIPFEEDER,NA0088,NA0088,4999000,5000000,N/A,6,UTL1,TRUE,,PE ULT1,11:19.9,11:19.9,,,
CF000043,CLIPFEEDER,NA0087,NA0087,4999000,5000000,N/A,17,UTL1,TRUE,,PE ULT1,11:52.6,11:52.6,,,
CF000044,CLIPFEEDER,NA0073,420,4999000,5000000,N/A,2,UTL1,TRUE,,PE ULT1,40:18.9,40:18.9,,,
CF000045,CLIPFEEDER,NA0074,420,4999000,5000000,N/A,3,UTL1,TRUE,,PE ULT1,40:56.0,40:56.0,,,
CF000046,CLIPFEEDER,NA0102,VS0,4999000,5000000,n/a,19,UTL1,TRUE,,PE ULT1,00:26.8,00:26.8,,,
CF000047,CLIPFEEDER,NA0080,NA0080,4999000,5000000,N/A,1,UTL1,TRUE,,PE ULT1,24:53.9,24:53.9,,,
CF000048,CLIPFEEDER,NA0079,NA0079,4999000,5000000,N/A,1,UTL1,TRUE,,PE ULT1,30:17.1,30:17.1,,,
CF000049,CLIPFEEDER,NA0091/143,NA0091/143,4999000,5000000,NA0091,4,UTL1,TRUE,PE UTL1,PE ULT1,54:48.4,57:00.4,,,
CF000050,CLIPFEEDER,NA0092,NA0092,4999000,5000000,NA0092,7,UTL1,TRUE,,PE ULT1,34:10.8,34:10.8,,,
CF000051,CLIPFEEDER,NB0001,NB0001,4999000,5000000,NB0001,4,UTL1,TRUE,PE ULT1,PE ULT1,07:23.4,06:53.0,,,
CF000052,CLIPFEEDER,NA0050,415,4999000,5000000,N/A,5,UTL1,TRUE,,PE ULT1,49:18.3,49:18.3,,,
CF000053,CLIPFEEDER,NA0081,NA0081,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,20:10.7,20:10.7,,,
CF000054,CLIPFEEDER,NA0108,NA0108,4999000,5000000,n/a,0,UTL1,TRUE,,PE UTL1,36:48.1,36:48.1,,,
CF000055,CLIPFEEDER,NA0112,NA0112,4999000,5000000,N/A,12,UTL1,TRUE,,PE UTL1,17:19.7,17:19.7,,,
CF000056,CLIPFEEDER,NA0030,5X7,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,49:29.9,49:29.9,,,
CF000057,CLIPFEEDER,NA0029,5X7,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,01:50.3,01:50.3,,,
CF000058,CLIPFEEDER,NA0086,ADI,4999500,5000000,N/A,0,UTL1,TRUE,,PE UTL1,26:24.5,26:24.5,,,
CF000059,CLIPFEEDER,NA0085,ADI,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,53:38.1,53:38.1,,,
CF000060,CLIPFEEDER,NA0110/141,NA0110/141,4999000,5000000,N/A,9,UTL1,TRUE,PE UTL1,PE UTL1,56:34.8,44:40.0,,,
CF000061,CLIPFEEDER,NA0098,VH16,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,06:08.4,06:08.4,,,
CF000062,CLIPFEEDER,NC0002/3/4,NC0002/3/4,4995000,5000000,N/A,1,UTL2,TRUE,,PE UTL2,32:34.9,32:34.9,,,
CF000063,CLIPFEEDER,NA0104,NA0104,4999000,5000000,47085175,1,UTL1,TRUE,PE UTL1,PE UTL1,19:07.3,53:35.6,,,
CF000064,CLIPFEEDER,NA0104,NA0104,4999000,5000000,N/A,0,UTL1,FALSE,,PE UTL1,57:48.6,57:48.6,,,
CF000065,CLIPFEEDER,NA0124,AO0,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,13:57.8,13:57.8,,,
CF000066,CLIPFEEDER,NA0136,ASM,4999000,5000000,N/A,1,UTL1,FALSE,,PE UTL1,50:36.3,50:36.3,,,
CF000067,CLIPFEEDER,NA0123/138,ASM,4999000,5000000,N/A,0,UTL1,TRUE,PE UTL1,PE UTL1,07:48.0,10:42.8,,,
CF000068,CLIPFEEDER,NA0130,ASM,4999000,5000000,N/A,2,UTL1,TRUE,,PE UTL1,47:20.1,47:20.1,,,
CF000069,CLIPFEEDER,NA0078,ONS,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,31:38.8,31:38.8,,,
CF000070,CLIPFEEDER,NA0001,JMJ,4999000,5000000,47085166,0,UTL1,FALSE,,PE UTL1,44:34.5,44:34.5,,,
CF000071,CLIPFEEDER,NA0002,JMJ,4999000,5000000,47085167,0,UTL1,FALSE,,PE UTL1,45:44.9,45:44.9,,,
CF000072,CLIPFEEDER,NA0121,ASM,4995000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,14:14.4,14:14.4,,,
CF000073,CLIPFEEDER,NA0017,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,15:09.2,15:09.2,,,
CF000074,CLIPFEEDER,NA0134,ASM,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,29:59.4,29:59.4,,,
CF000075,CLIPFEEDER,NA0133,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,18:42.3,18:42.3,,,
CF000076,CLIPFEEDER,NA0118,N/A,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,29:37.1,29:37.1,,,
CF000077,CLIPFEEDER,NA0128,N/A,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,04:12.1,04:12.1,,,
CF000078,CLIPFEEDER,NA0141,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,31:09.7,31:09.7,,,
CF000079,CLIPFEEDER,NA0135/136,N/A,4999000,5000000,N/A,0,UTL1,TRUE,PE UTL1,PE UTL1,33:31.5,07:34.7,,,
CF000080,CLIPFEEDER,NA0127,N/A,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,21:28.0,21:28.0,,,
CF000081,CLIPFEEDER,NA0125,NA0125,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,55:58.8,55:58.8,,,
CF000082,CLIPFEEDER,NA0131,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,52:18.6,52:18.6,,,
CF000083,CLIPFEEDER,NA0142,Clip,4995000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,16:01.5,16:01.5,,,
CF000084,CLIPFEEDER,NA0145,N/A,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,06:17.7,06:17.7,,,
CF000085,CLIPFEEDER,NA0144,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,34:16.4,34:16.4,,,
CF000086,CLIPFEEDER,NA0147,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,56:16.4,56:16.4,,,
CF000087,CLIPFEEDER,NA0139,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,27:23.2,27:23.2,,,
CT000003,CUTTINGTOOL,NA0001,ONS 6X4 LS CLIP,4995000,5000000,6X4LS,6,UTL1,FALSE,PE ULT1,,19:55.0,46:26.0,,,
CT000004,CUTTINGTOOL,NA0002,ONS 6X4 HS CLIP,4995000,5000000,6X4HS,3,UTL1,FALSE,PE ULT1,,26:32.0,05:25.3,,,
CT000005,CUTTINGTOOL,NA0005,TIU 480 LS CLIP,4995000,5000000,480LS,5,UTL1,FALSE,PE ULT1,,28:29.7,06:43.6,,,
CT000006,CUTTINGTOOL,NA0006,TIU 480&481 HS CLIP,4995000,5000000,480&481 HS,9,UTL1,FALSE,PE ULT1,,29:32.0,08:07.8,,,
