ToolingStock,ToolingType,ToolingSize,Description,ControlLimit,SpecLimit,StoreID,ToolingQty,UTLSite,ActiveFlag,UpdateBy,CreateBy,UpdateTime,CreateTime,Remark,EquipModel,PartNo
PA000091,PUNCHA,NA0135,N/A,4999000,5000000,N/A,0,UTL1,TRUE,PE UTL1,PE UTL1,34:55.7,04:54.1,,,
PA000092,PUNCHA,NA0125,VS0,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,52:25.2,52:25.2,,,
PA000093,PUNCHA,NA0131,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,55:47.5,55:47.5,,,
PA000094,PUNCHA,NA0145,N/A,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,02:10.7,02:10.7,,,
PA000095,PUNCHA,NA0144,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,30:41.6,30:41.6,,,
PA000096,PUNCHA,NA0147,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,52:44.0,52:44.0,,,
PA000097,PUNCHA,NA0139,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,22:38.9,22:38.9,,,
PB000001,PUNCHB,TIU 480,JMJ,5000000,4999000,47085235,8,UTL1,FALSE,PE ULT1,PE ULT1,41:12.8,01:07.4,,,
PB000002,PUNCHB,ASM ALL,ASM ALL TIU/ONS,4999000,5000000,47085239,242,UTL1,TRUE,PE UTL1,PE ULT1,54:08.4,03:17.5,,,
PB000003,PUNCHB,NA0006,ASM,4999000,5000000,47085239,0,UTL1,FALSE,,PE ULT1,30:18.7,30:18.7,,,
PB000004,PUNCHB,JMJ ALL,JMJ TIU,4999000,5000000,47085233,251,UTL1,TRUE,PE ULT1,PE ULT1,36:16.0,33:51.9,,,
PB000005,PUNCHB,W25,JMJ ALL TIU,4999000,5000000,47085233,0,UTL1,FALSE,,PE ULT1,59:00.5,59:00.5,,,
PB000006,PUNCHB,NA0001/02,ASM ONS ,4999000,5000000,47085185,110,UTL1,FALSE,PE UTL1,PE ULT1,34:09.6,44:43.8,,,
PB000007,PUNCHB,JMJ ALL,JMJ,4999000,5000000,47085235,37,UTL1,TRUE,PE UTL1,PE ULT1,49:32.7,37:02.1,,,
PB000008,PUNCHB,A-ONE ALL,A-ONE ,4999000,5000000,47085233,40,UTL1,TRUE,PE UTL1,PE ULT1,58:48.9,35:41.7,,,
PB000009,PUNCHB,NA0063,ASM,4999000,5000000,n/a,0,UTL1,FALSE,,PE ULT1,09:33.9,09:33.9,,,
PB000010,PUNCHB,NA0064,ASM,4999000,5000000,n/a,0,UTL1,FALSE,,PE ULT1,09:57.4,09:57.4,,,
PB000011,PUNCHB,NA0047,410,4999000,5000000,n/a,0,UTL1,FALSE,,PE ULT1,03:47.6,03:47.6,,,
PB000012,PUNCHB,NA0048,410,4999000,5000000,n/a,0,UTL1,FALSE,PE ULT1,PE ULT1,06:11.9,04:18.4,,,
PB000013,PUNCHB,testedit,testedit,2790,2790,2790,0,UTL1,FALSE,Admin,Admin,59:19.3,58:35.9,,,
PB000014,PUNCHB,NA0123,ASM,4999000,5000000,N/A,0,UTL1,FALSE,,PE UTL1,57:57.4,57:57.4,,,
PB000015,PUNCHB,NA0078,NA0078,4999000,5000000,N/A,0,UTL1,FALSE,,PE UTL1,54:37.3,54:37.3,,,
PB000016,PUNCHB,NA0001/02,ASM,4999000,5000000,47085185,0,UTL1,FALSE,PE UTL1,PE UTL1,56:44.7,37:34.2,,,
PB000017,PUNCHB,NA0033,JMJ,4999000,5000000,47085239,0,UTL1,FALSE,,PE UTL1,49:54.6,49:54.6,,,
PB000018,PUNCHB,NA0121,ASM,4999000,5000000,N/A,0,UTL1,FALSE,,PE UTL1,09:28.0,09:28.0,,,
PB000019,PUNCHB,JMJ ALL,JMJ,4999000,5000000,47085239,0,UTL1,FALSE,,PE UTL1,19:54.2,19:54.2,,,
PB000020,PUNCHB,ASM ALL,ASM ONS,4999000,5000000,47085185,3,UTL1,TRUE,PE UTL1,PE UTL1,06:01.8,05:05.8,,,
PB000021,PUNCHB,NA0017,ASM,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,10:01.2,10:01.2,,,
PB000022,PUNCHB,NA0134,ASM,4999000,5000000,N/A,2,UTL1,TRUE,,PE UTL1,16:42.2,16:42.2,,,
PB000023,PUNCHB,NA0133,ASM,4999000,5000000,N/A,2,UTL1,TRUE,,PE UTL1,15:18.5,15:18.5,,,
PB000024,PUNCHB,NA0118,N/A,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,24:02.1,24:02.1,,,
PB000025,PUNCHB,NA0131,ASM,4999000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,57:02.2,57:02.2,,,
PB000026,PUNCHB,NA0145,N/A,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,03:10.0,03:10.0,,,
PB000027,PUNCHB,NA0144,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,31:42.6,31:42.6,,,
PB000028,PUNCHB,NA0147,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,53:33.2,53:33.2,,,
PB000029,PUNCHB,NA0139,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,23:29.2,23:29.2,,,
PH000002,PICKHEAD,NA0001,ONS 6x4 LS CLIP,4995000,5000000,47085138,9,UTL1,TRUE,PE ULT1,,08:38.8,14:00.1,,,
PH000003,PICKHEAD,NA0002,ONS 6X4 HS CLIP,4995000,5000000,47085139,6,UTL1,TRUE,PE ULT1,,09:23.5,15:44.9,,,
PH000004,PICKHEAD,NA0005,TIU 480 LS CLIP,4995000,5000000,47085140,5,UTL1,FALSE,PE ULT1,,10:29.5,17:58.0,,,
PH000005,PICKHEAD,NA0006,TIU 480&481 HS CLIP,4995000,5000000,47085141,9,UTL1,FALSE,PE ULT1,,11:24.2,20:57.1,,,
PH000006,PICKHEAD,NA0007,TIU 481 LS CLIP,4995000,5000000,47085142,9,UTL1,TRUE,PE ULT1,,12:09.0,24:09.5,,,
PH000007,PICKHEAD,NA0008,TIU 490 LS CLIP,4995000,5000000,47085134,7,UTL1,TRUE,PE ULT1,,22:17.9,26:34.6,,,
PH000008,PICKHEAD,NA0009,TIU 490 HS CLIP,4995000,5000000,47085144,5,UTL1,TRUE,PE ULT1,,23:01.0,29:47.5,,,
PH000009,PICKHEAD,NA0010,TIU 491 LS CLIP,4995000,5000000,47085145,3,UTL1,TRUE,PE ULT1,,23:54.3,36:06.9,,,
PH000010,PICKHEAD,NA0011,TIU 491 HS CLIP,4995000,5000000,47085146,2,UTL1,TRUE,PE ULT1,,24:23.2,37:23.7,,,
PH000011,PICKHEAD,NA0012,TIU 495 LS CLIP,4995000,5000000,47085250,2,UTL1,TRUE,PE ULT1,,24:50.8,46:12.3,,,
PH000012,PICKHEAD,NA0013,TIU 495 HS CLIP,4995000,5000000,47085251,1,UTL1,TRUE,PE ULT1,,25:26.5,51:09.4,,,
PH000013,PICKHEAD,NA0014,TIU 492&496 LS CLIP,4995000,5000000,47085252,4,UTL1,TRUE,PE ULT1,,26:03.7,54:24.0,,,
PH000014,PICKHEAD,NA0015,TIU 492&496 HS CLIP,4995000,5000000,47085253,4,UTL1,TRUE,PE ULT1,,27:34.3,55:52.2,,,
PH000015,PICKHEAD,NA0026,CSD97374Q4M,4995000,5000000,47085295,3,UTL1,TRUE,PE ULT1,,29:22.8,42:21.8,,,
PH000016,PICKHEAD,NA0025,CSD97374Q4M HS CLIP,4995000,5000000,47085291,2,UTL1,TRUE,PE ULT1,,28:24.8,43:23.7,,,
PH000017,PICKHEAD,NA0028,SN1401043RVER LS,4995000,5000000,47085303,6,UTL1,TRUE,PE ULT1,,31:09.4,13:25.4,,,
PH000018,PICKHEAD,NA0027,SN1401043RVER HS,4995000,5000000,47085299,6,UTL1,TRUE,PE ULT1,,30:27.9,14:23.9,,,
PH000019,PICKHEAD,NA0032,CSD97396Q4M,4995000,5000000,47085319,3,UTL1,TRUE,PE ULT1,,32:44.7,16:33.5,,,
PH000020,PICKHEAD,NA0031,CSD97396Q4M,4995000,5000000,47085315,3,UTL1,TRUE,PE ULT1,,32:07.1,17:12.4,,,
PH000021,PICKHEAD,NA0033,"NCP302035MNTWG,40,45",4995000,5000000,47085285,44,UTL1,TRUE,PE ULT1,,33:35.0,27:19.0,,,
PH000022,PICKHEAD,NA0034,"NCP302035MNTWG,40,45",4995000,5000000,47085285,8,UTL1,TRUE,PE ULT1,,34:21.2,27:43.5,,,
PH000023,PICKHEAD,NA0046,ONS6X4_NCP81381,4995000,5000000,ONS6X4_NCP81381,2,UTL1,TRUE,PE ULT1,,36:59.2,06:10.3,,,
PH000024,PICKHEAD,NA0037,CSD95482RWJ,4995000,5000000,NA0037,2,UTL1,TRUE,PE ULT1,,36:26.3,55:20.8,,,
PH000025,PICKHEAD,NA0036,TIU 482 LS CLIP,4995000,5000000,TIU 482 LS CLIP,2,UTL1,TRUE,PE ULT1,,35:40.2,57:34.4,,,
PH000026,PICKHEAD,NA0052,TIU 285 HS CLIP,4995000,5000000,CSD95485RWJ,2,UTL1,TRUE,PE ULT1,,37:53.3,07:29.9,,,
PH000027,PICKHEAD,NA0005,JMJ,4999000,5000000,47085140,18,UTL1,TRUE,PE ULT1,PE ULT1,05:24.2,58:25.4,,,
PH000028,PICKHEAD,NA0005,ASM,4999000,5000000,47085333,18,UTL1,TRUE,PE ULT1,PE ULT1,05:41.7,59:43.7,,,
PH000029,PICKHEAD,NA0006,ASM,4999000,5000000,47085335,26,UTL1,TRUE,,PE ULT1,00:38.2,00:38.2,,,
PH000030,PICKHEAD,NA0006,JMJ,4999000,5000000,47085141,6,UTL1,TRUE,,PE ULT1,01:18.3,01:18.3,,,
PH000031,PICKHEAD,NA0007,ASM,4999000,5000000,47085338,7,UTL1,TRUE,,PE ULT1,07:50.8,07:50.8,,,
PH000032,PICKHEAD,NA0007,JMJ,4999000,5000000,47085142,1,UTL1,TRUE,,PE ULT1,08:22.8,08:22.8,,,
PH000033,PICKHEAD,NA0036,JMJ,4999000,5000000,1,4,UTL1,TRUE,,PE ULT1,27:49.0,27:49.0,,,
PH000034,PICKHEAD,NA0037,JMJ,4999000,5000000,1,4,UTL1,TRUE,,PE ULT1,35:45.1,35:45.1,,,
PH000035,PICKHEAD,NA0008,ASM,4999000,5000000,47085341,13,UTL1,TRUE,,PE ULT1,47:04.6,47:04.6,,,
PH000036,PICKHEAD,NA0008,JMJ,4999000,5000000,47085143,10,UTL1,TRUE,,PE ULT1,47:37.6,47:37.6,,,
PH000037,PICKHEAD,NA0009,ASM,4999000,5000000,47085344,21,UTL1,TRUE,,PE ULT1,03:44.5,03:44.5,,,
PH000038,PICKHEAD,NA0009,JMJ,4999000,5000000,47085144,9,UTL1,TRUE,,PE ULT1,04:40.9,04:40.9,,,
PH000039,PICKHEAD,NA0010,ASM,4999000,5000000,47085347,5,UTL1,TRUE,,PE ULT1,13:08.7,13:08.7,,,
PH000040,PICKHEAD,NA0010,JMJ,4999000,5000000,47085145,2,UTL1,TRUE,,PE ULT1,13:41.6,13:41.6,,,
PH000041,PICKHEAD,NA0011,ASM,4999000,5000000,47085350,4,UTL1,TRUE,,PE ULT1,27:19.6,27:19.6,,,
PH000042,PICKHEAD,NA0011,JMJ,4999000,5000000,47085146,3,UTL1,TRUE,,PE ULT1,27:55.4,27:55.4,,,
PH000043,PICKHEAD,NA0012,ASM,4999000,5000000,47085353,2,UTL1,TRUE,PE ULT1,PE ULT1,09:56.7,09:20.6,,,
PH000044,PICKHEAD,NA0012,JMJ,4999000,5000000,47085250,1,UTL1,TRUE,,PE ULT1,10:30.1,10:30.1,,,
PH000045,PICKHEAD,NA0013,ASM,4999000,5000000,47085356,2,UTL1,TRUE,,PE ULT1,18:21.2,18:21.2,,,
PH000046,PICKHEAD,NA0013,JMJ,4999000,5000000,47085251,1,UTL1,TRUE,,PE ULT1,18:49.8,18:49.8,,,
PH000047,PICKHEAD,NA0014,ASM,4999000,5000000,47085359,11,UTL1,TRUE,,PE ULT1,25:28.8,25:28.8,,,
PH000048,PICKHEAD,NA0014,JMJ,4999000,5000000,47085252,8,UTL1,TRUE,,PE ULT1,26:00.6,26:00.6,,,
PH000049,PICKHEAD,NA0015,ASM,4999000,5000000,47085362,17,UTL1,TRUE,,PE ULT1,32:37.1,32:37.1,,,
PH000050,PICKHEAD,NA0015,JMJ,4999000,5000000,47085253,7,UTL1,TRUE,,PE ULT1,33:05.2,33:05.2,,,
PH000051,PICKHEAD,NA0001,ASM,4995000,5000000,47085201,5,UTL1,TRUE,PE ULT1,PE ULT1,30:28.4,47:21.0,,,
PH000052,PICKHEAD,NA0002,ASM,4999000,5000000,47085202,5,UTL1,TRUE,,PE ULT1,53:05.0,53:05.0,,,
PH000053,PICKHEAD,NA0046,JMJ,4999000,5000000,1,1,UTL1,TRUE,,PE ULT1,01:19.2,01:19.2,,,
PH000054,PICKHEAD,NA0033,ASM / JMJ,4999000,5000000,47085286,85,UTL1,TRUE,PE UTL1,PE ULT1,22:20.3,19:12.2,,,
PH000055,PICKHEAD,NA0052,JMJ,4999000,5000000,1,8,UTL1,TRUE,,PE ULT1,28:52.3,28:52.3,,,
PH000056,PICKHEAD,NA0026,JMJ,4999000,5000000,47085295,6,UTL1,TRUE,,PE ULT1,37:26.2,37:26.2,,,
PH000057,PICKHEAD,NA0025,JMJ,4999000,5000000,47085291,5,UTL1,TRUE,,PE ULT1,42:59.7,42:59.7,,,
PH000058,PICKHEAD,NA0028,JMJ,4999000,5000000,47085303,24,UTL1,TRUE,,PE ULT1,53:05.5,53:05.5,,,
PH000059,PICKHEAD,NA0027,JMJ,4999000,5000000,47085299,27,UTL1,TRUE,,PE ULT1,56:58.3,56:58.3,,,
PH000060,PICKHEAD,NA0032,JMJ,4999000,5000000,47085319,9,UTL1,TRUE,,PE ULT1,07:45.7,07:45.7,,,
PH000061,PICKHEAD,NA0031,JMJ,4999000,5000000,47085316,8,UTL1,TRUE,,PE ULT1,11:15.9,11:15.9,,,
PH000062,PICKHEAD,NA0038,ASM,4999000,5000000,NA0038,10,UTL1,TRUE,,PE ULT1,44:41.1,44:41.1,,,
PH000063,PICKHEAD,NA0039,ASM,4999000,5000000,NA0039,10,UTL1,TRUE,,PE ULT1,45:08.7,45:08.7,,,
PH000064,PICKHEAD,NA0040,JMJ,4999000,5000000,NA0040,5,UTL1,TRUE,,PE ULT1,01:18.1,01:18.1,,,
PH000065,PICKHEAD,NA0041,JMJ,4999000,5000000,NA0041,5,UTL1,TRUE,,PE ULT1,01:54.7,01:54.7,,,
PH000066,PICKHEAD,NA0076,JMJ,4999000,5000000,TBD,34,UTL1,TRUE,PE ULT1,PE ULT1,33:30.5,30:10.2,,,
PH000067,PICKHEAD,NA0075,A-ONE,4999000,5000000,47050090,17,UTL1,TRUE,PE UTL1,PE ULT1,00:04.8,31:33.8,,,
PH000068,PICKHEAD,NA0063,ASM,4990000,5000000,n/a,3,UTL1,TRUE,PE ULT1,PE ULT1,07:32.2,07:02.3,,,
PH000069,PICKHEAD,NA0064,ASM,4990000,5000000,n/a,2,UTL1,TRUE,,PE ULT1,07:59.7,07:59.7,,,
PH000070,PICKHEAD,NA0047,410,4999000,5000000,47050084,17,UTL1,TRUE,PE UTL1,PE ULT1,50:58.1,07:39.5,,,
PH000071,PICKHEAD,NA0048,410,4999000,5000000,47050222,12,UTL1,TRUE,PE UTL1,PE ULT1,57:33.4,08:07.2,,,
PH000072,PICKHEAD,NA0023,N/A,4999000,5000000,N/A,7,UTL1,TRUE,,PE ULT1,42:03.3,42:03.3,,,
PH000073,PICKHEAD,NA0077/94,ASM,4999000,5000000,N/A,33,UTL1,TRUE,PE UTL1,PE ULT1,16:36.5,54:02.7,,,
PH000074,PICKHEAD,NA0089,Dark fish,4999000,5000000,n/a,2,UTL1,TRUE,,PE ULT1,14:54.1,14:54.1,,,
PH000075,PICKHEAD,NA0088,NA0088,4999000,5000000,N/A,7,UTL1,TRUE,,PE ULT1,16:18.0,16:18.0,,,
PH000076,PICKHEAD,NA0087,NA0087,4999000,5000000,N/A,22,UTL1,TRUE,,PE ULT1,16:47.4,16:47.4,,,
PH000077,PICKHEAD,NA0073,N/A,4999000,5000000,N/A,2,UTL1,TRUE,,PE ULT1,02:54.6,02:54.6,,,
PH000078,PICKHEAD,NA0074,N/A,4999000,5000000,n/a,4,UTL1,TRUE,,PE ULT1,08:29.6,08:29.6,,,
PH000079,PICKHEAD,NA0102,VS0,4999000,5000000,n/a,29,UTL1,TRUE,,PE ULT1,01:42.3,01:42.3,,,
PH000080,PICKHEAD,NA0079,NA0079,4999000,5000000,N/A,2,UTL1,TRUE,,PE ULT1,21:23.9,21:23.9,,,
PH000081,PICKHEAD,NA0080,NA0080,4999000,5000000,N/A,1,UTL1,TRUE,,PE ULT1,23:27.0,23:27.0,,,
PH000082,PICKHEAD,NA0091/143,NA0091/143,4999000,5000000,NA0091,4,UTL1,TRUE,PE UTL1,PE ULT1,54:31.5,56:07.9,,,
PH000083,PICKHEAD,NA0092,NA0092,4999000,5000000,NA0092,8,UTL1,TRUE,,PE ULT1,33:30.5,33:30.5,,,
PH000084,PICKHEAD,NB0001,NB0001,4999000,5000000,NB0001,4,UTL1,TRUE,,PE ULT1,06:08.7,06:08.7,,,
PH000085,PICKHEAD,NA0050,415,4999000,5000000,N/A,4,UTL1,TRUE,,PE ULT1,51:51.8,51:51.8,,,
PH000086,PICKHEAD,NA0081,NA0081,4999000,5000000,N/A,0,UTL1,TRUE,,ProcessU1,31:19.0,31:19.0,,,
PH000087,PICKHEAD,NA0108,NA0108,4999000,5000000,n/a,0,UTL1,TRUE,,PE UTL1,35:50.2,35:50.2,,,
PH000088,PICKHEAD,NA0112,RAA225702AR26GNP#HB1,4995000,5000000,n/a,12,UTL1,TRUE,,PE UTL1,12:37.0,12:37.0,,,
PH000089,PICKHEAD,NA0030,ASM,4995000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,50:53.0,50:53.0,,,
PH000090,PICKHEAD,NA0029,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,05:26.5,05:26.5,,,
PH000091,PICKHEAD,NA0086,ADI,4995000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,25:35.7,25:35.7,,,
PH000092,PICKHEAD,NA0085,ADI,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,52:56.4,52:56.4,,,
PH000093,PICKHEAD,NA0110/141,VIPER,4999000,5000000,N/A,10,UTL1,TRUE,PE UTL1,PE UTL1,58:38.8,46:40.0,,,
PH000094,PICKHEAD,NA0098,ASM,4995000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,09:02.2,09:02.2,,,
PH000095,PICKHEAD,NC0002/3/4,NC0002/3/4,4995000,5000000,N/A,0,UTL2,TRUE,,PE UTL2,30:32.7,30:32.7,,,
PH000096,PICKHEAD,NA0104,NA0104,4999000,5000000,N/A,3,UTL1,TRUE,,PE UTL1,03:39.7,03:39.7,,,
PH000097,PICKHEAD,NA0124,AO0,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,13:03.7,13:03.7,,,
PH000098,PICKHEAD,NA0136,ASM,4995000,5000000,N/A,2,UTL1,FALSE,,PE UTL1,49:05.1,49:05.1,,,
PH000099,PICKHEAD,NA0123/138,ASM,4999000,5000000,N/A,0,UTL1,TRUE,PE UTL1,PE UTL1,07:32.4,00:07.0,,,
PH000100,PICKHEAD,NA0130,ASM,4999000,5000000,N/A,2,UTL1,TRUE,,PE UTL1,46:21.9,46:21.9,,,
PH000101,PICKHEAD,NA0001,ASM,4999000,5000000,47085201,0,UTL1,FALSE,,PE UTL1,37:40.9,37:40.9,,,
PH000102,PICKHEAD,NA0002,ASM,4999000,5000000,47085202,0,UTL1,FALSE,,PE UTL1,38:34.8,38:34.8,,,
PH000103,PICKHEAD,NA0001,JMJ,4999000,5000000,47085138,0,UTL1,TRUE,,PE UTL1,19:27.7,19:27.7,,,
PH000104,PICKHEAD,NA0002,JMJ,4999000,5000000,47085139,0,UTL1,TRUE,,PE UTL1,30:46.6,30:46.6,,,
PH000105,PICKHEAD,NA0121,ASM,4995000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,12:20.7,12:20.7,,,
PH000106,PICKHEAD,NA0017,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,13:22.1,13:22.1,,,
PH000107,PICKHEAD,NA0134,ASM,4995000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,23:08.8,23:08.8,,,
PH000108,PICKHEAD,NA0133,ASM,4995000,5000000,N/A,1,UTL1,TRUE,,PE UTL1,17:37.7,17:37.7,,,
PH000109,PICKHEAD,NA0118,N/A,4995000,5000000,N/A,2,UTL1,TRUE,,PE UTL1,26:03.0,26:03.0,,,
PH000110,PICKHEAD,NA0128,N/A,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,58:25.7,58:25.7,,,
PH000111,PICKHEAD,NA0141,ASM,4995000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,27:50.5,27:50.5,,,
PH000112,PICKHEAD,NA0135/136,N/A,4999000,5000000,N/A,0,UTL1,TRUE,PE UTL1,PE UTL1,34:33.6,06:46.2,,,
PH000113,PICKHEAD,NA0127,N/A,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,24:02.0,24:02.0,,,
PH000114,PICKHEAD,NA0125,NA0125,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,55:08.8,55:08.8,,,
PH000115,PICKHEAD,NA0131,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,59:56.6,59:56.6,,,
PH000116,PICKHEAD,NA0142,NXP,4995000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,18:54.0,18:54.0,,,
PH000117,PICKHEAD,NA0145,N/A,4995000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,05:15.0,05:15.0,,,
PH000118,PICKHEAD,NA0144,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,33:26.9,33:26.9,,,
PH000119,PICKHEAD,NA0147,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,55:31.6,55:31.6,,,
PH000120,PICKHEAD,NA0139,ASM,4999000,5000000,N/A,0,UTL1,TRUE,,PE UTL1,26:08.3,26:08.3,,,
RT000003,RUBBERTIP,102x69,,350000,325000,47085103,1,UTL1,FALSE,,,06:11.4,06:11.4,,,
RT000004,RUBBERTIP,69X102 mil,ONS 6X4 LS DIE ,345000,350000,47081540,125,UTL1,TRUE,PE ULT1,,42:44.0,19:51.7,,,
RT000005,RUBBERTIP,49X73 mil,ONS 6X4 HS DIE,345000,350000,47081019,114,UTL1,TRUE,PE ULT1,,41:45.3,22:14.2,,,
RT000006,RUBBERTIP,70X150 mil,FLAT RUBBER,345000,350000,47081753,1335,UTL1,TRUE,PE ULT1,,51:44.3,26:43.0,,,
RT000007,RUBBERTIP,55X67 MIL,FLAT RUBBER,345000,350000,47081754,1159,UTL1,TRUE,PE ULT1,,02:14.2,29:33.1,,,
RT000008,RUBBERTIP,74X102 mil,FLAT RUBBER,345000,350000,47081756,385,UTL1,TRUE,PE ULT1,,46:58.8,31:18.8,,,
RT000009,RUBBERTIP,118X98 mil,FLAT RUBBER,345000,350000,47081755,273,UTL1,TRUE,PE ULT1,,58:32.5,32:32.9,,,
RT000010,RUBBERTIP,68X82 MIL,FLAT RUBBER,345000,350000,47081759,571,UTL1,TRUE,PE ULT1,,42:10.2,34:54.4,,,
RT000011,RUBBERTIP,50X60 mil,FLAT RUBBER,345000,350000,47081760,536,UTL1,TRUE,PE ULT1,,39:18.1,36:15.0,,,
RT000012,RUBBERTIP,59X78 mil,FLAT RUBBER,345000,350000,47081758,110,UTL1,TRUE,PE ULT1,,40:53.6,37:24.3,,,
RT000013,RUBBERTIP,41X61 mil,FLAT RUBBER,345000,350000,47081757,1138,UTL1,TRUE,PE ULT1,,41:17.3,38:20.3,,,
RT000014,RUBBERTIP,75x102 MIL,FLAT RUBBER TIP,350000,349500,47081756,0,UTL1,FALSE,,,34:51.6,34:51.6,,,
RT000015,RUBBERTIP,89X64 mil,PLASTIC TIP ,345000,350000,47081827,1078,UTL1,TRUE,PE ULT1,,32:49.4,19:31.9,,,
RT000016,RUBBERTIP,78X59 mil,FLAT RUBBER,345000,350000,47081758,900,UTL1,TRUE,PE ULT1,,47:27.0,28:28.2,,,
RT000017,RUBBERTIP,118x98 mil,FLAT RUBBER,350000,345000,47081755,0,UTL1,FALSE,,,00:34.7,00:34.7,,,
RT000018,RUBBERTIP,100x100mil,FLATRUBBER,345000,350000,47081462,93,UTL1,TRUE,PE ULT1,,56:03.5,07:10.1,,,
RT000019,RUBBERTIP,70X70 mil, RUBBER TIP,345000,350000,47081779,82,UTL1,TRUE,PE ULT1,,26:52.7,22:07.3,,,
RT000020,RUBBERTIP,46X30 mil,PLASTIC TIP ,345000,350000,47081828,876,UTL1,TRUE,PE ULT1,,16:54.7,24:18.4,,,
RT000021,RUBBERTIP,61x41 mil,FLAT RUBBER,350000,345000,47081757,2,UTL1,FALSE,,,05:56.1,05:56.1,,,
RT000022,RUBBERTIP,30X50 mil,FLAT RUBBER ,345000,350000,47081047,194,UTL1,TRUE,PE ULT1,PE ULT1,36:23.9,16:11.8,,,
RT000023,RUBBERTIP,30x45 mil,FLAT RUBBER,345000,350000,47081017,350,UTL1,TRUE,PE ULT1,PE ULT1,35:56.1,19:03.7,,,
RT000024,RUBBERTIP,60x120 mil,FLAT RUBBER,345000,350000,47020007,936,UTL1,TRUE,PE ULT1,PE ULT1,48:18.6,38:23.9,,,
RT000025,RUBBERTIP,40X50 mils,FLATRUBBER,345000,350000,47081832,453,UTL1,TRUE,,PE ULT1,14:28.1,14:28.1,,,
RT000026,RUBBERTIP,70x30 mils,FLATRUBBER,345000,350000,47081126,374,UTL1,TRUE,,PE ULT1,43:24.3,43:24.3,,,
RT000027,RUBBERTIP,40X60 mils,Rubber tip,345000,350000,47081830,178,UTL1,TRUE,,PE ULT1,40:42.0,40:42.0,,,
RT000028,RUBBERTIP,46x30 mils,Rubber tip,345000,350000,47081828,31,UTL1,FALSE,,PE ULT1,13:06.1,13:06.1,,,
RT000029,RUBBERTIP,20X40 mils,FLAT RUBBER,345000,350000,47081123,258,UTL1,TRUE,,PE ULT1,05:28.9,05:28.9,,,
RT000030,RUBBERTIP,50x100 mil,flat rubber,345000,350000,47081134,410,UTL1,TRUE,,PE ULT1,17:35.7,17:35.7,,,
RT000031,RUBBERTIP,60X120 mil,PLASTIP TIP,345000,350000,47020021,279,UTL1,TRUE,,PE UTL1,21:30.9,21:30.9,,,
RT000032,RUBBERTIP,25X25 mil,FLAT RUBBER TIP,345000,350000,47081095,3,UTL2,TRUE,,PE UTL2,06:03.2,06:03.2,,,
RT000033,RUBBERTIP,30X30 mil,FLAT RUBBER TIP,345000,350000,47081546,0,UTL2,FALSE,,PE UTL2,08:31.6,08:31.6,,,
RT000034,RUBBERTIP,39X39 mil,FLAT RUBBER TIP,345000,350000,47081002,0,UTL2,FALSE,,PE UTL2,09:30.7,09:30.7,,,
RT000035,RUBBERTIP,49X49 mil,FLAT RUBBER TIP,345000,350000,47081003,0,UTL2,FALSE,,PE UTL2,11:13.4,11:13.4,,,
RT000036,RUBBERTIP,50X60 mil,FLAT RUBBER TIP,345000,350000,47081643,2,UTL2,FALSE,,PE UTL2,12:00.2,12:00.2,,,
RT000037,RUBBERTIP,120x40,IN6,345000,350000,47081221,1,UTL1,TRUE,,PE UTL1,19:56.3,19:56.3,,,
